Gene		 Terms
SHISA9:		 GO:0030165 
ZNF879:		 GO:0000981 GO:0003677 GO:0046872 
ZNF736:		 GO:0000981 GO:0003677 GO:0046872 
ZNF732:		 GO:0000981 GO:0003677 GO:0046872 
GGTLC3:		 GO:0003674 GO:0036374 
TARM1:		 GO:0034987 
KCNJ18:		 GO:0005242 GO:0005242 GO:0005242 
ZNF814:		 GO:0000981 GO:0046872 GO:0003677 
GPR89A:		 GO:0008308 GO:0008308 
PPP1R3G:	 GO:0019903 GO:2001069 
KIF28P:		 GO:0005524 GO:0003777 GO:0008017 GO:0016887 
LOC402624:	 GO:0003676 
TMEM150C:	 GO:0008381 
WASH3P:		 GO:0003779 GO:0043014 
TRIM49D1:	 GO:0008270 
ALG1L2:		 GO:0000030 
RASA4B:		 GO:0005096 GO:0005543 GO:0046872 
KRBOX1:		 GO:0003676 
HSBP1L1:	 GO:0003714 
CLDN25:		 GO:0005198 
PATL2:		 GO:0003723 GO:0005515 GO:0003723 
C11orf95:	 GO:0003676 
MCRIP1:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
ZNF878:		 GO:0000981 GO:0003676 GO:0046872 
AKR1B15:	 GO:0004303 GO:0047045 GO:0047655 GO:0047886 GO:0052650 GO:0008106 GO:0016491 GO:0004032 
BHMG1:		 GO:0003677 GO:0046983 
ADM5:		 GO:0003674 
C9JVG2:		 GO:0003676 
KLRF2:		 GO:0005515 GO:0030246 GO:0042803 
MCIDAS:		 GO:0003713 GO:0005515 GO:0042802 
E5RFL4:		 GO:0016491 GO:0046872 
PRSS46P:	 GO:0004252 
FTCDNL1:	 GO:0005542 GO:0016740 
E7ENX8:		 GO:0005524 GO:0016887 GO:0015440 GO:0042288 GO:1904680 GO:0046978 GO:0046979 GO:0042626 
RNF223:		 GO:0046872 
ZNF587B:	 GO:0000981 GO:0003676 GO:0046872 
E7EWF7:		 GO:0008017 
NACA:		 GO:0003677 
NPIPA7:		 GO:0005515 GO:0005515 
E9PLN8:		 GO:0004252 GO:0047057 
E9PP27:		 GO:0005509 
E9PQ18:		 GO:0003684 
NDUFC2-KCTD14: GO:0008137 
F8VRH5:		 GO:0003677 
RFPL4AL1:	 GO:0046872 
DLX3:		 GO:0043565 GO:0000981 GO:0000981 GO:0000981 GO:0001228 GO:0003677 GO:0003682 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0003700 GO:0000978 GO:0043565 
F8W8V4:		 GO:0000978 GO:0001228 
INS-IGF2:	 GO:0005179 
SUMO1P1:	 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008134 GO:0042802 GO:0042802 
G3V4G9:		 GO:0008270 GO:0008108 
CNK3/IPCEF1: GO:0005515 
H0Y858:		 GO:0003779 GO:0004888 GO:0008329 
H0Y8G0:		 GO:0008146 
H0Y980:		 GO:0046983 
H0YA22:		 GO:0004109 
H0YAE9:		 GO:0003723 GO:0033897 GO:0004521 
H0YFU0:		 GO:0003676 GO:0004523 
H0YGN5:		 GO:0030170 GO:0031071 
H0YGX0:		 GO:0004672 GO:0005524 GO:0004674 
H0YHG0:		 GO:0005515 
TCL1A:		 GO:0043539 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019901 GO:0019901 GO:0042802 GO:0042802 GO:0043539 GO:0043539 
H0YJX3:		 GO:0005524 GO:0004674 
TMEM250:	 GO:0005515 GO:0005515 GO:0003924 GO:0003924 GO:0003924 
H3BN98:		 GO:0003735 
H3BNG1:		 GO:0005085 
C3orf84:	 GO:0003674 
H3BQ85:		 GO:0003676 
H3BQV1:		 GO:0005198 
SMLR1:		 GO:0005515 
H7BZM6:		 GO:0004674 GO:0005524 
H7C0C1:		 GO:0046933 
H7C0I5:		 GO:0030170 GO:0031071 
H7C0S8:		 GO:0000166 GO:0004056 
H7C1C5:		 GO:0036094 
H7C1H1:		 GO:0022857 
H7C1W4:		 GO:0016888 
CLDN34:		 GO:0005198 
H7C2Y5:		 GO:0051082 
H7C5I2:		 GO:0003779 
TRIM77:		 GO:0008270 
I3L4J1:		 GO:0005524 GO:0016887 
RAC3:		 GO:0003924 GO:0005525 GO:0003924 GO:0005525 GO:0003924 GO:0005515 GO:0005515 GO:0048306 GO:0005525 GO:0019901 GO:0003924 
J3QL48:		 GO:0004298 GO:0004175 
SPHK1:		 GO:0003951 GO:0003951 GO:0000287 GO:0003677 GO:0003951 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005516 GO:0005516 GO:0005524 GO:0008289 GO:0008481 GO:0008481 GO:0008481 GO:0008481 GO:0016407 GO:0017050 GO:0017050 GO:0017050 GO:0017050 GO:0038036 GO:0051721 
SMIM22:		 GO:0005515 
TOMM40:		 GO:0008320 GO:0008320 GO:0005515 GO:0008320 GO:0008320 GO:0015288 GO:0008320 
NEK8:		 GO:0004674 GO:0005524 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0046872 GO:0004674 
K7EQZ3:		 GO:0004867 
ZNF223:		 GO:0003676 GO:0003677 GO:0005515 GO:0005515 GO:0005515 GO:0046872 GO:0003700 
K7ERI5:		 GO:0003676 
K7ESF4:		 GO:0004347 
IFNL4:		 GO:0005125 GO:0005102 
M0QX08:		 GO:0004672 GO:0005524 
ZC3H4:		 GO:0046872 GO:0000981 GO:0003723 GO:0003723 GO:0046872 GO:0003700 GO:0001162 
M0QYC6:		 GO:0004672 GO:0005524 
M0QYT0:		 GO:0003723 GO:0051750 
M0QYV0:		 GO:0004674 GO:0005524 GO:0004674 GO:0019901 
M0QZ24:		 GO:0030246 GO:0004559 
M0QZ92:		 GO:0005086 
RNF225:		 GO:0046872 
NR1H2:		 GO:0003700 GO:0003707 GO:0008270 GO:0043565 GO:0000978 GO:0000981 GO:0000981 GO:0000981 GO:0001228 GO:0003677 GO:0003707 GO:0004879 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008270 GO:0034191 GO:0051117 GO:0030374 GO:0000976 GO:0000981 GO:0038023 GO:0000977 GO:0008134 
M0R135:		 GO:0003676 
DLL3:		 GO:0005509 GO:0005112 GO:0005509 GO:0005112 
M0R1H3:		 GO:0003676 
ZNF737:		 GO:0003676 GO:0000981 GO:0003677 GO:0046872 
M0R1X1:		 GO:0003676 
M0R233:		 GO:0003676 
M0R2C6:		 GO:0005524 GO:0004828 
DCDC1:		 GO:0005515 GO:0008017 GO:0030246 
M0R2N6:		 GO:0003684 
TGFB1:		 GO:0008083 GO:0003823 GO:0005114 GO:0005114 GO:0005114 GO:0005125 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008083 GO:0019899 GO:0034713 GO:0034713 GO:0034714 GO:0034714 GO:0042802 GO:0042803 GO:0043539 GO:0046982 GO:0047485 GO:0005160 GO:0005114 GO:0005125 
M0R2Z0:		 GO:0000981 GO:0003676 
M0R378:		 GO:0003676 
M0R384:		 GO:0000981 
M0R3E3:		 GO:0003676 
M0R3H8:		 GO:0000166 GO:0043565 GO:0000981 
ERVH48-1:	 GO:0005515 
OVOL3:		 GO:0000981 GO:0046872 GO:0043565 GO:0001228 GO:0001227 
DNASE2:		 GO:0003677 GO:0004531 
AGPS:		 GO:0005515 GO:0008609 GO:0008609 GO:0016491 GO:0071949 
UBXN8:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
KIF2A:		 GO:0003774 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0008017 GO:0008017 GO:0016887 GO:0003777 
SGK1:		 GO:0004674 GO:0004712 GO:0005246 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0015459 GO:0017080 GO:0017081 GO:0015459 GO:0004674 
TK2:		 GO:0004137 GO:0004797 GO:0005524 GO:0019206 GO:0019136 
FZD9:		 GO:0004930 GO:0017147 GO:0042803 GO:0042813 GO:0046982 GO:0017147 GO:0042813 
DDX39A:		 GO:0003723 GO:0003723 GO:0003724 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0016887 GO:0042802 GO:0003723 GO:0003724 
PDLIM1:		 GO:0003713 GO:0046872 GO:0098641 GO:0003779 GO:0051371 
ACOT7:		 GO:0000062 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0016290 GO:0036042 GO:0042803 GO:0052689 GO:0102991 GO:0036042 GO:0016290 GO:0000062 GO:0047617 
GPR25:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0004930 
MYO1C:		 GO:0000146 GO:0005102 GO:0005515 GO:0005515 GO:0005516 GO:0005524 GO:0008022 GO:0017160 GO:0030898 GO:0051015 
MYO1F:		 GO:0003774 GO:0003779 GO:0005516 GO:0005524 
SNAP23:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019905 GO:0005484 GO:0019905 
HAX1:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019966 GO:0047485 
EYA2:		 GO:0000287 GO:0004725 GO:0005515 GO:0005515 GO:0005515 GO:0008134 GO:0004725 
FXYD1:		 GO:0005254 GO:0017080 GO:0044325 GO:0099106 GO:0017080 
AIP:		 GO:0003713 GO:0003755 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008134 GO:0017162 GO:0036004 GO:0051082 
CCL24:		 GO:0005515 GO:0005515 GO:0008009 GO:0031728 GO:0048018 GO:0008009 GO:0048020 
GTPBP1:		 GO:0003723 GO:0003924 GO:0005525 GO:0003746 
KCNK1:		 GO:0005242 GO:0005267 GO:0005272 GO:0005515 GO:0022841 GO:0042802 GO:0042802 GO:0005249 GO:0022841 
LGALS9:		 GO:0005534 GO:0019899 GO:0030246 GO:0048030 GO:0030246 GO:0016936 
STXBP3:		 GO:0005515 GO:0017075 GO:0019905 GO:0019905 
MASP2:		 GO:0001855 GO:0004252 GO:0005509 GO:0005515 GO:0005515 GO:0008233 GO:0008233 GO:0048306 GO:0048306 GO:0004252 
AP4M1:		 GO:0005515 GO:0005515 GO:0019904 GO:0019904 
ARVCF:		 GO:0005515 GO:0045296 
SMAP:		 GO:0003674 
RAB27B:		 GO:0003924 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005525 GO:0005525 GO:0019003 GO:0019904 GO:0031489 GO:0003924 
HRK:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
AP3B1:		 GO:0019903 GO:0030742 GO:0030742 
SULT2B1:	 GO:0003676 GO:0004027 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0015485 GO:0050294 GO:0050294 GO:0050294 GO:1990239 
TLR4:		 GO:0001530 GO:0001530 GO:0001540 GO:0001875 GO:0004888 GO:0005102 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0038023 GO:0042802 GO:0042802 GO:0046982 GO:0001530 GO:0001875 
APBB1:		 GO:0001540 GO:0001540 GO:0001540 GO:0003682 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008134 GO:0031625 GO:0031625 GO:0042393 GO:0044877 GO:0048156 GO:0070064 GO:0001540 GO:0008134 
LGALS8:		 GO:0005178 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0030246 GO:0030246 GO:0005178 
NDUFS8:		 GO:0008137 GO:0046872 GO:0051539 GO:0003954 GO:0003954 GO:0008137 GO:0003954 
HAS3:		 GO:0005515 GO:0005515 GO:0042802 GO:0050501 GO:0050501 
TNFRSF10A:	 GO:0002020 GO:0005035 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008134 GO:0038023 GO:0045569 
NFKBIE:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
GRM8:		 GO:0004930 GO:0008066 GO:0008066 GO:0008066 
CORT:		 GO:0001664 GO:0005184 GO:0005184 GO:0001664 
PSMD11:		 GO:0005515 GO:0005198 
PSMD9:		 GO:0003713 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0043425 
RNF103:		 GO:0004842 GO:0005515 GO:0046872 GO:0061630 
BMPR1B:		 GO:0004674 GO:0004675 GO:0004675 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0046332 GO:0046872 GO:0046332 GO:0019838 GO:0005024 GO:0005025 
SIRPB1:		 GO:0005515 
ATOX1:		 GO:0005507 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0016530 GO:0016531 GO:0032767 GO:0051117 GO:0016531 
AGRP:		 GO:0005102 GO:0005184 
F2RL2:		 GO:0004435 GO:0005515 GO:0005515 GO:0015057 GO:0004930 
MEN1:		 GO:0000400 GO:0000403 GO:0003690 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0030674 GO:0044212 GO:0047485 GO:0047485 GO:0047485 GO:0070412 GO:0018024 GO:0044212 GO:0000403 GO:0003690 GO:0003682 GO:0018024 
CBX4:		 GO:0003682 GO:0003714 GO:0003727 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019789 GO:0019789 GO:0019789 GO:0019899 GO:0032183 GO:0035064 GO:0044212 GO:0051219 
PGRMC1:		 GO:0001540 GO:0005496 GO:0005515 GO:0005515 GO:0005515 
SUPT5H:		 GO:0003682 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019899 GO:0046982 GO:0003729 
TAF4:		 GO:0003677 GO:0003713 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0017162 GO:0046982 GO:0003700 GO:0008134 GO:0003677 
GPR31:		 GO:0004930 
DFFA:		 GO:0005515 GO:0005515 GO:0005515 GO:0019904 GO:0044183 GO:0060703 
RFXAP:		 GO:0003700 GO:0003713 GO:0003677 
HIP1:		 GO:0005154 GO:0005200 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0030276 GO:0030276 GO:0032051 GO:0032051 GO:0032051 GO:0032266 GO:0035091 GO:0035254 GO:0035612 GO:0035615 GO:0042803 GO:0042803 GO:0043325 GO:0046982 GO:0051015 GO:0080025 GO:0005546 GO:0035615 GO:0035091 GO:0043325 GO:0032051 GO:0051015 GO:0080025 GO:0030276 
LEFTY2:		 GO:0008083 GO:0005160 GO:0005125 
TULP1:		 GO:0005515 GO:0005546 GO:0051015 GO:0051015 
TULP2:		 GO:0044877 
CLIC1:		 GO:0005244 GO:0005254 GO:0005515 GO:0005515 GO:0005515 GO:0045296 GO:0005254 
TNFRSF11B:	 GO:0005125 GO:0005515 GO:0038023 
EIF3F:		 GO:0003743 GO:0004843 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0003743 GO:0003743 GO:0003743 GO:0003743 GO:0031369 GO:0031369 GO:0003743 GO:0003743 
CACNB4:		 GO:0005515 GO:0005245 GO:0008331 GO:0008331 
WWP2:		 GO:0001085 GO:0001085 GO:0004842 GO:0004842 GO:0004842 GO:0004842 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008134 GO:0061630 GO:0061630 
CDC7:		 GO:0004672 GO:0004672 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0016301 GO:0046872 GO:0004674 
ETV2:		 GO:0000978 GO:0000981 GO:0000981 GO:0001228 GO:0000981 
UPK1A:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042803 
ARNTL:		 GO:0000976 GO:0000980 GO:0000981 GO:0000981 GO:0000981 GO:0000981 GO:0001228 GO:0003677 GO:0003677 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0017162 GO:0043425 GO:0043565 GO:0046982 GO:0051879 GO:0070491 GO:0070888 GO:0070888 
PIK3CD:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0016301 GO:0016303 GO:0035004 GO:0046934 GO:0052812 GO:0016303 GO:0035005 
PDHX:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0016746 GO:0034604 
SLC28A1:	 GO:0005415 GO:0015389 GO:0005337 GO:0005415 
SULT1C2:	 GO:0005515 GO:0008146 GO:0008146 
MATN2:		 GO:0005201 GO:0005201 GO:0005201 GO:0005201 GO:0005201 GO:0005201 GO:0005509 GO:0005515 GO:0005515 GO:0005515 
SLC1A7:		 GO:0005313 GO:0015293 
FOXE1:		 GO:0000981 GO:0000981 GO:0000981 GO:0000981 GO:0000981 GO:0000981 GO:0000981 GO:0000981 GO:0000981 GO:0003700 GO:0043565 GO:0043565 GO:0043565 GO:0043565 GO:0043565 GO:0043565 GO:0043565 GO:0000981 
O00370:		 GO:0003964 GO:0009036 GO:0046872 
QSOX1:		 GO:0003756 GO:0003756 GO:0016971 GO:0016971 GO:0071949 GO:0003756 GO:0016971 
P2RY10:		 GO:0045028 GO:0004930 
SLC33A1:	 GO:0008521 GO:0015295 
WASL:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0030695 GO:0051015 
PDE2A:		 GO:0000287 GO:0004115 GO:0004118 GO:0004118 GO:0005262 GO:0005515 GO:0008144 GO:0008144 GO:0008270 GO:0030552 GO:0030553 GO:0030553 GO:0030553 GO:0030553 GO:0030911 GO:0042301 GO:0042803 GO:0047555 GO:0004118 GO:0047555 GO:0042803 GO:0004115 
FOXN3:		 GO:0000981 GO:0000981 GO:0005515 GO:0005515 GO:0008022 GO:0043565 
IPO5:		 GO:0003723 GO:0005095 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008536 GO:0061608 GO:0008139 GO:0061608 
POLRMT:		 GO:0003723 GO:0003723 GO:0003899 GO:0003899 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0043565 GO:0003899 GO:0001018 
EEF2K:		 GO:0004672 GO:0004686 GO:0005509 GO:0005516 GO:0005524 GO:0008135 
CCRL2:		 GO:0004950 GO:0042379 GO:0048020 GO:0019957 GO:0016493 GO:0019956 
SAP18:		 GO:0003714 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
EML1:		 GO:0005509 GO:0005515 GO:0005515 GO:0008017 GO:0008017 GO:0015631 GO:0008017 
IGF2BP3:	 GO:0003723 GO:0003723 GO:0003730 GO:0005515 GO:0045182 GO:0048027 
DNM1L:		 GO:0003924 GO:0003924 GO:0005096 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005525 GO:0008289 GO:0017137 GO:0030276 GO:0030742 GO:0031625 GO:0031625 GO:0042803 GO:0042803 GO:0044877 GO:0051433 GO:0003924 GO:0008017 
RTCA:		 GO:0003723 GO:0005524 GO:0003963 
PIK3C2A:	 GO:0005524 GO:0035004 GO:0035005 GO:0035091 GO:0016303 GO:0035005 
PLK4:		 GO:0004674 GO:0004674 GO:0004674 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0042802 GO:0042802 GO:0042802 GO:0042802 GO:0004674 
SYT5:		 GO:0005509 GO:0005546 GO:0046982 GO:0005544 GO:0001786 GO:0001786 GO:0005544 GO:0030276 GO:0005509 GO:0000149 GO:0019905 GO:0019905 GO:0005509 
PIK3R2:		 GO:0001784 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019903 GO:0030971 GO:0046982 GO:0046935 
MANBA:		 GO:0004567 GO:0004567 GO:0005537 GO:0004567 
TRAF5:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008270 GO:0031625 GO:0031996 GO:0042802 GO:0042802 GO:0031996 GO:0031625 GO:0005164 
AGRN:		 GO:0002162 GO:0002162 GO:0005200 GO:0005201 GO:0005201 GO:0005201 GO:0005201 GO:0005509 GO:0005515 GO:0005515 GO:0033691 GO:0035374 GO:0043236 GO:0043395 GO:0043395 GO:0005201 
PLOD2:		 GO:0005506 GO:0008475 GO:0008475 GO:0031418 GO:0033823 GO:0008475 
MEIS1:		 GO:0000978 GO:0000981 GO:0000981 GO:0000981 GO:0001228 GO:0003677 GO:0003682 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046982 
EXOC5:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0017160 GO:0047485 
ELL2:		 GO:0005515 
SLC17A3:	 GO:0005436 GO:0005436 GO:0008308 GO:0008514 GO:0015143 GO:0015143 GO:0015562 GO:0019534 GO:0042910 GO:0015136 GO:0015143 GO:0019534 GO:0015562 GO:0008514 GO:0008308 GO:0042910 
HMGN4:		 GO:0005515 GO:0031492 
BTN3A1:		 GO:0005515 GO:0005515 GO:0005102 
NR5A2:		 GO:0000978 GO:0000980 GO:0000981 GO:0000981 GO:0000981 GO:0001228 GO:0003677 GO:0003682 GO:0003700 GO:0003700 GO:0003700 GO:0003707 GO:0004879 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005543 GO:0008270 GO:0043565 GO:0044212 GO:0000976 GO:0003682 GO:0004879 
NDUFA4:		 GO:0005515 GO:0008137 GO:0044877 GO:0004129 GO:0004129 
PSMD14:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008237 GO:0036459 GO:0036459 GO:0046872 GO:0061133 GO:0061578 GO:0070628 GO:0008237 GO:0070628 GO:0004843 
ZNF593:		 GO:0000981 GO:0003677 GO:0005515 GO:0008270 GO:0043023 
